Fid,gender,age,location_type,preferred_time,preferred_language_for_learning,prefered_location ,learning_group,average_time_ spent,elearning_style,Label
10.42.0.211-77.234.44.40-46926-80-6,Male,60,Rural,Late Night,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.42-52.84.29.55-46491-443-6,Male,60,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
172.217.9.238-10.42.0.42-443-33455-6,Female,60,Rural,Late Night,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.151-10.42.0.1-33832-53-17,Male,35,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-25397-53-17,Female,55,Rural,Late Night,English,w Other places,Science,Less than an hour,VERBAL,1
10.42.0.42-123.125.115.164-53516-443-6,Male,40,Rural,Morning,English,Home,Science,6 and Above,VERBAL,1
10.42.0.211-106.11.176.1-47894-443-6,Male,45,Rural,Late Night,English,Home,Science,e 2-4 hours,NON VERBAL,0
172.217.7.196-10.42.0.151-443-42712-6,Male,40,Rural,Morning,English,Central Library,Science,e 2-4 hours,VERBAL,1
172.217.10.74-10.42.0.42-443-47380-6,Female,35,Rural,Morning,English,Park or Garden,Science,2-4 hours,NON VERBAL,0
172.217.10.35-10.42.0.211-443-46472-6,Male,20,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.42-36.248.26.201-42248-80-6,Male,35,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
8.0.6.4-8.6.0.1-0-0-0,Male,30,Rural,Morning,English,Home,Science,e 2-4 hours,VERBAL,1
217.69.133.145-10.42.0.151-443-57440-6,Female,20,Rural,Morning,English,College lab,Science,Less than an hour,NON VERBAL,0
172.217.3.99-10.42.0.151-443-51157-17,Male,40,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
172.217.3.99-10.42.0.151-443-39445-6,Female,30,Rural,Evening,English,College lab,Science, 2-4 hours,VERBAL,1
173.222.142.156-10.42.0.211-80-36972-6,Male,40,Rural,Morning,English,College lab,Science,Less than an hour,VERBAL,1
182.22.31.252-10.42.0.211-443-54160-6,Male,25,Rural,Late Night,English,w Home,Science, 2-4 hours,NON VERBAL,0
10.42.0.1-10.42.0.42-53-5589-17,Female,40,Rural,Late Night,English,College lab,Science,Less than an hour,VERBAL,1
172.217.10.226-10.42.0.211-443-40200-6,Male,40,Rural,Morning,English,Central Library,Science,To borrow library materials,NON VERBAL,0
8.41.222.241-10.42.0.211-443-40412-6,Male,45,Rural,Morning,English,Class Room,Science, 2-4 hours,VERBAL,1
209.10.120.26-10.42.0.211-80-36254-6,Male,25,Rural,Morning,English,w College lab,Science,Less than an hour,NON VERBAL,0
10.42.0.151-95.213.11.181-57463-80-6,Male,45,Rural,Late Night,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-14.17.42.57-43291-80-6,Male,50,Rural,Morning,English,Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.151-52.84.136.83-53163-443-6,Male,40,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
172.217.10.142-10.42.0.211-443-59473-6,Male,60,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
172.217.10.225-10.42.0.151-443-58325-6,Male,45,Rural,Morning,English,Home,Commerce,Less than an hour,VERBAL,1
10.42.0.211-23.23.129.231-45964-443-6,Female,35,Rural,Afternoon,English,Home,Commerce, 2-4 hours,VERBAL,1
182.22.24.124-10.42.0.211-443-55195-6,Male,50,Rural,Morning,English,Class Room,Arts,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-59045-53-17,Male,55,Rural,Late Night,English,Central Library,Commerce,s 6 and Above,VERBAL,1
172.217.6.227-10.42.0.151-443-58711-6,Male,40,Rural,Evening,English,Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.211-119.146.74.33-57570-443-6,Male,50,Rural,Morning,English,Central Library,Commerce,2-4 hours,VERBAL,1
10.42.0.211-31.13.71.1-43953-443-6,Male,30,Rural,Late Night,English,Home,Science,2-4 hours,VERBAL,1
172.217.9.227-10.42.0.211-80-53475-6,Female,40,Rural,Late Night,English,Home,Science, 5-6 hours,VERBAL,1
10.42.0.211-10.42.0.1-3958-53-17,Female,40,Rural,Morning,English,Home,Commerce,Less than an hour,VERBAL,1
10.42.0.211-77.234.44.79-47870-443-6,Male,40,Rural,Morning,English,Home,Arts,Less than an hour,VERBAL,1
203.205.158.61-10.42.0.42-80-53995-6,Male,40,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-54.243.161.28-60725-443-6,Female,30,Rural,Morning,English,Home,other,2-4 hours,VERBAL,1
10.42.0.151-31.13.71.37-46802-443-6,Male,55,Rural,Evening,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-39454-53-17,Female,65,Rural,Evening,English,Central Library,Science,2-4 hours,VERBAL,1
192.229.173.173-10.42.0.42-80-41637-6,Male,50,Rural,Evening,English,w Home,Science,2-4 hours,NON VERBAL,0
10.42.0.1-10.42.0.42-53-54310-17,Female,45,Rural,Morning,English,w Other places,Arts,Less than an hour,VERBAL,1
8.8.8.8-10.42.0.211-53-17618-17,Male,40,Rural,Morning,English,w Home,Science,Less than an hour,NON VERBAL,0
172.217.10.68-10.42.0.151-443-43434-6,Male,60,Rural,Afternoon,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-36.51.254.232-40875-443-6,Female,40,Rural,Evening,English,Class Room,Science,2-4 hours,VERBAL,1
172.217.8.4-10.42.0.211-443-46057-6,Female,50,Urban,Late Night,English,Central Library,Science,2-4 hours,VERBAL,1
10.42.0.211-119.146.74.49-38694-443-6,Male,50,Rural,Evening,English,w Home,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-51235-53-17,Female,45,Rural,Morning,English,w Class Room,Science,e 2-4 hours,VERBAL,1
10.42.0.151-31.13.71.52-39123-443-6,Male,70,Rural,Late Night,English,Home,Science,5-6 hours,VERBAL,1
10.42.0.211-66.231.239.95-46097-443-6,Male,40,Rural,Evening,English,College lab,Science,Less than an hour,VERBAL,1
10.42.0.1-10.42.0.42-53-43802-17,Male,50,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-38836-53-17,Male,35,Urban,Morning,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-41689-53-17,Male,45,Urban,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-115.239.210.141-33504-443-6,Female,40,Urban,Morning,English,Other places,other,2-4 hours,VERBAL,1
172.217.10.42-10.42.0.151-443-50352-6,Male,40,Rural,Evening,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-52.84.29.134-44447-443-6,Male,40,Urban,Morning,English,Home,Science,Less than an hour,VERBAL,1
206.126.112.141-10.42.0.42-443-40754-6,Male,45,Rural,Late Night,English,w Home,other,Less than an hour,VERBAL,1
173.222.150.38-10.42.0.211-443-46131-6,Male,30,Rural,Evening,English,Other places,Science,2-4 hours,NON VERBAL,0
183.79.249.252-10.42.0.211-443-37105-6,Male,40,Rural,Afternoon,English,College lab,Science,Less than an hour,VERBAL,1
184.50.111.246-10.42.0.151-443-53508-6,Male,45,Rural,Afternoon,English,Central Library,Science,Less than an hour,VERBAL,1
202.77.129.146-10.42.0.151-80-49656-6,Male,55,Rural,Late Night,English,College lab,Science,2-4 hours,VERBAL,1
203.205.158.44-10.42.0.151-80-39840-6,Female,55,Rural,Late Night,English,w Central Library,Science,2-4 hours,NON VERBAL,0
172.217.10.234-10.42.0.151-443-32815-6,Female,40,Rural,Late Night,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.151-52.70.125.189-40737-443-6,Female,65,Rural,Morning,English,Central Library,Science, 2-4 hours,VERBAL,1
10.42.0.151-52.84.29.137-39492-443-6,Female,25,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
172.217.10.99-10.42.0.42-443-53814-6,Male,55,Rural,Evening,English,Home,Science,Less than an hour,VERBAL,1
172.217.12.194-10.42.0.211-443-45391-6,Male,60,Rural,Late Night,English,Home,Science,2-4 hours,NON VERBAL,0
172.217.12.174-10.42.0.151-443-34240-6,Male,65,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
216.58.219.202-10.42.0.42-443-46439-6,Female,30,Rural,Late Night,English,Home,Science,Less than an hour,VERBAL,1
172.217.10.3-10.42.0.151-443-35927-6,Female,30,Rural,Late Night,English,Home,Science,2-4 hours,NON VERBAL,0
172.217.12.206-10.42.0.151-443-41811-6,Female,55,Rural,Afternoon,English,Home,Science,Less than an hour,VERBAL,1
8.0.6.4-8.6.0.1-0-0-0,Male,60,Rural,Morning,English,w Central Library,Science,Less than an hour,VERBAL,1
182.22.31.252-10.42.0.211-443-48485-6,Male,40,Rural,Morning,English,Central Library,Science, 2-4 hours,VERBAL,1
172.217.3.110-10.42.0.211-443-60421-6,Male,45,Rural,Morning,English,Class Room,Science, 2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-31065-53-17,Female,45,Rural,Evening,English,Home,Science,Less than an hour,NON VERBAL,0
172.217.12.206-10.42.0.42-443-35767-6,Male,45,Rural,Afternoon,English,College lab,Science,2-4 hours,VERBAL,1
140.205.32.3-10.42.0.211-443-55083-6,Female,25,Rural,Morning,English,College lab,Science,Less than an hour,VERBAL,1
203.205.147.229-10.42.0.211-80-52309-6,Male,35,Rural,Afternoon,English,w Central Library,Science,s 6 and Above,VERBAL,1
10.42.0.151-91.190.216.54-54248-12350-6,Female,55,Rural,Afternoon,English,Other places,Science,Less than an hour,NON VERBAL,0
10.42.0.211-104.244.43.35-41821-443-6,Female,30,Rural,Morning,English,w Park or Garden,Science, 6 and Above,NON VERBAL,0
172.217.12.174-10.42.0.42-443-44753-6,Female,30,Rural,Evening,English,Central Library,Science,2-4 hours,VERBAL,1
10.42.0.211-23.77.88.53-43881-443-6,Male,60,Rural,Late Night,English,w Home,Science,2-4 hours,NON VERBAL,0
172.217.10.42-10.42.0.211-443-45534-6,Male,30,Rural,Evening,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.1-10.42.0.42-53-56346-17,Male,45,Rural,Evening,English,w Home,Science,Less than an hour,VERBAL,1
10.42.0.211-64.71.142.124-55658-443-6,Male,60,Rural,Morning,English,Central Library,Science, 2-4 hours,VERBAL,1
10.42.0.42-23.208.168.108-43192-443-6,Female,45,Rural,Late Night,English,College Lab,Science, Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-43279-53-17,Male,55,Rural,Late Night,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-74.6.105.13-46443-443-6,Male,40,Rural,Evening,English,Class Room,Science,Less than an hour,VERBAL,1
172.217.11.38-10.42.0.211-443-56508-6,Male,40,Rural,Morning,English,Class Room,Science, Less than an hour,VERBAL,1
203.205.158.62-10.42.0.151-80-37705-6,Female,65,Rural,Late Night,English,College Lab,Science,Less than an hour,VERBAL,1
172.217.6.206-10.42.0.151-443-45553-6,Male,50,Rural,Afternoon,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-47.88.66.107-52538-443-6,Male,35,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
192.229.163.180-10.42.0.151-443-46526-6,Male,25,Rural,Evening,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-66.198.24.240-48285-80-6,Male,40,Rural,Afternoon,English,w Home,Science, 2-4 hours,NON VERBAL,0
209.10.120.26-10.42.0.211-80-34454-6,Female,50,Rural,Evening,English,Home,Science,Less than an hour,VERBAL,1
172.217.11.33-10.42.0.42-443-52649-6,Male,35,Rural,Morning,English,w Home,Science,Less than an hour,VERBAL,1
172.217.3.110-10.42.0.211-443-33171-6,Male,60,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
172.217.10.131-10.42.0.42-443-55775-6,Male,25,Rural,Late Night,English,Home,Science,Less than an hour,VERBAL,1
172.217.12.142-10.42.0.42-80-49005-6,Male,45,Rural,Late Night,English,Central Library,Science,Less than an hour,NON VERBAL,0
172.217.12.206-10.42.0.151-443-43494-6,Male,30,Rural,Morning,English,w Central Library,Science,Less than an hour,NON VERBAL,0
222.73.28.96-10.42.0.151-80-55805-6,Female,60,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.151-10.42.0.1-9594-53-17,Female,40,Rural,Afternoon,English,Park or Garden,Science, 2-4 hours,VERBAL,1
10.42.0.151-10.42.0.1-64887-53-17,Female,60,Rural,Late Night,English,Central Library,Science,2-4 hours,VERBAL,1
10.42.0.211-69.147.82.60-39054-443-6,Male,50,Rural,Morning,English,w Home,Science, 6 and Above,NON VERBAL,0
10.42.0.151-76.13.28.196-53343-443-6,Male,40,Rural,Morning,English,College Lab,Science,Less than an hour,VERBAL,1
172.217.10.106-10.42.0.151-443-45984-6,Male,70,Rural,Evening,English,Park or Garden,Science,Less than an hour,NON VERBAL,0
182.254.5.234-10.42.0.151-80-34165-6,Male,40,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.151-10.42.0.1-23829-53-17,Female,40,Rural,Evening,English,Home,Science,Less than an hour,VERBAL,1
192.229.173.173-10.42.0.211-80-44480-6,Male,40,Rural,Morning,English,w Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.151-10.42.0.1-35001-53-17,Female,35,Rural,Morning,English,w Home,Science,Less than an hour,VERBAL,1
10.42.0.211-23.66.169.49-41289-80-6,Male,40,Rural,Evening,English,Home,Science,Less than an hour,NON VERBAL,0
217.69.136.176-10.42.0.151-443-33474-6,Female,60,Rural,Evening,English,Park or Garden,Science, 2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-14087-53-17,Male,45,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
180.76.152.13-10.42.0.151-80-51366-6,Female,45,Rural,Late Night,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-42220-53-17,Male,40,Rural,Afternoon,English,Home,Science,Less than an hour,NON VERBAL,0
172.217.10.3-10.42.0.151-443-36793-6,Male,45,Rural,Late Night,English,Home,Science, 2-4 hours,NON VERBAL,0
202.77.129.150-10.42.0.42-443-33853-6,Male,35,Urban,Morning,English,Class Room,Science,2-4 hours,NON VERBAL,0
10.42.0.211-66.198.24.225-53466-443-6,Female,55,Rural,Afternoon,English,Park or Garden,Science, 2-4 hours,VERBAL,1
10.42.0.211-77.234.44.41-55258-80-6,Male,55,Rural,Late Night,English,Park or Garden,Science,2-4 hours,VERBAL,1
172.217.10.66-10.42.0.211-443-52234-6,Male,75,Rural,Late Night,English,Central Library,Science,2-4 hours,VERBAL,1
157.240.2.25-10.42.0.211-443-57405-6,Female,40,Rural,Evening,English,Park or Garden,Science,2-4 hours,NON VERBAL,0
216.58.219.202-10.42.0.211-443-39839-6,Male,45,Rural,Evening,English,Central Library,Science,Less than an hour,VERBAL,1
183.79.250.123-10.42.0.42-80-37556-6,Male,40,Urban,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.151-72.21.206.141-36651-443-6,Female,60,Urban,Afternoon,English,Home,Science,Less than an hour,VERBAL,1
157.240.18.15-10.42.0.211-443-58041-6,Female,55,Urban,Morning,English,Home,Science, 2-4 hours,VERBAL,1
216.58.219.195-10.42.0.42-443-42081-6,Male,50,Rural,Morning,English,College Lab,Science, 2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-12948-53-17,Male,25,Urban,Morning,English,College Lab,Science,Less than an hour,VERBAL,1
10.42.0.211-107.23.222.87-41864-80-6,Female,30,Rural,Morning,English,w Central Library,Science,Less than an hour,VERBAL,1
169.47.5.236-10.42.0.42-5222-52140-6,Male,55,Rural,Morning,English,Class Room,Science,Less than an hour,VERBAL,1
10.42.0.42-42.236.125.112-48503-80-6,Male,40,Urban,Afternoon,English,Park or Garden,Science, 2-4 hours,VERBAL,1
10.42.0.42-62.138.0.117-45174-80-6,Male,35,Rural,Morning,English,Central Library,Science, 2-4 hours,VERBAL,1
10.42.0.151-103.7.30.118-56209-80-6,Male,50,Rural,Morning,English,Campus Ground,Science,Less than an hour,VERBAL,1
10.42.0.211-23.8.102.138-60486-443-6,Male,60,Rural,Late Night,English,Class Room,Science, 2-4 hours,VERBAL,1
162.208.22.39-10.42.0.211-443-49073-6,Male,25,Rural,Late Night,English,Central Library,Science, 2-4 hours,VERBAL,1
172.217.9.234-10.42.0.42-443-38076-6,Male,55,Urban,Evening,English,To prepare class Assignments,Science,2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-34444-53-17,Male,25,Urban,Late Night,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.151-10.42.0.1-6271-53-17,Male,45,Rural,Morning,English,w Central Library,Science, 2-4 hours,VERBAL,1
10.42.0.151-23.208.168.108-54198-443-6,Female,45,Rural,Afternoon,English,Home,Science, 2-4 hours,NON VERBAL,0
10.42.0.151-10.42.0.1-26887-53-17,Male,50,Rural,Evening,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.211-52.6.206.34-45352-443-6,Male,40,Rural,Morning,English,w Central Library,Science,2-4 hours,VERBAL,1
10.42.0.151-10.42.0.1-45636-53-17,Male,55,Rural,Evening,English,w Central Library,Science,Less than an hour,VERBAL,1
157.240.2.35-10.42.0.42-80-45534-6,Female,25,Rural,Late Night,English,Central Library,Science, 2-4 hours,NON VERBAL,0
220.181.7.190-10.42.0.42-443-40568-6,Female,40,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.42-123.125.115.164-39500-443-6,Male,60,Rural,Morning,English,w Home,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-27938-53-17,Female,40,Rural,Morning,English,Home,Science,2-4 hours,NON VERBAL,0
203.90.242.126-10.42.0.211-80-56368-6,Female,40,Rural,Morning,English,Other Places,Science, 2-4 hours,NON VERBAL,0
172.217.10.42-10.42.0.211-443-54248-6,Male,60,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
172.217.3.97-10.42.0.42-443-50689-6,Female,45,Rural,Late Night,English,Home,Science,Less than an hour,VERBAL,1
202.77.129.150-10.42.0.211-80-35469-6,Female,65,Rural,Late Night,English,Park or Garden,Science,Less than an hour,VERBAL,1
10.42.0.1-10.42.0.42-53-3474-17,Male,50,Rural,Late Night,English,Home,Science,Less than an hour,VERBAL,1
172.217.3.104-10.42.0.42-443-52092-6,Female,60,Rural,Late Night,English,Central Library,Science, 2-4 hours,VERBAL,1
10.42.0.151-31.13.80.52-57082-443-6,Female,55,Rural,Morning,English,w Home,Science,Less than an hour,NON VERBAL,0
174.35.73.77-10.42.0.211-80-50428-6,Male,55,Rural,Morning,English,Central Library,Science,2-4 hours,VERBAL,1
172.217.12.174-10.42.0.151-443-34277-6,Female,45,Rural,Morning,English,Home,Science, 5-6 hours,VERBAL,1
10.42.0.211-77.234.44.199-54351-80-6,Male,80,Rural,Morning,English,Home,Science, 6 and Above,NON VERBAL,0
10.42.0.211-115.239.210.141-51354-443-6,Male,60,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-16702-53-17,Male,40,Rural,Late Night,English,Other Places,Science, 2-4 hours,VERBAL,1
220.181.7.190-10.42.0.211-443-39236-6,Female,55,Rural,Morning,English,Class Room,Science,Less than an hour,VERBAL,1
183.79.253.231-10.42.0.211-443-50052-6,Male,70,Rural,Evening,English,Home,Science,Less than an hour,NON VERBAL,0
172.217.12.163-10.42.0.211-443-33652-6,Male,40,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
172.217.3.106-10.42.0.42-443-50929-6,Male,50,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
183.79.17.108-10.42.0.151-443-60432-6,Male,40,Rural,Late Night,English,College Lab,Science, 2-4 hours,VERBAL,1
10.42.0.211-23.194.142.7-36995-443-6,Male,60,Rural,Morning,English,Park or Garden,Science,Less than an hour,VERBAL,1
172.217.6.196-10.42.0.42-443-52766-6,Male,25,Rural,Morning,English,Central Library,Science, 2-4 hours,VERBAL,1
180.149.136.194-10.42.0.211-80-37465-6,Male,20,Rural,Morning,English,Park or Garden,Science,Less than an hour,VERBAL,1
10.42.0.211-23.21.95.195-45473-443-6,Male,55,Rural,Evening,English,Home,Science,g 5-6 hours,NON VERBAL,0
219.142.78.162-10.42.0.211-80-57083-6,Male,50,Rural,Afternoon,English,Central Library,Science,Less than an hour,VERBAL,1
157.240.18.35-10.42.0.211-443-45094-6,Male,30,Rural,Morning,English,College Lab,Science, 2-4 hours,NON VERBAL,0
203.205.158.66-10.42.0.151-80-55438-6,Male,40,Rural,Afternoon,English,Central Library,Science,Less than an hour,VERBAL,1
198.11.188.75-10.42.0.151-443-38415-6,Male,40,Rural,Late Night,English,Home,Science, 2-4 hours,VERBAL,1
216.58.217.99-10.42.0.42-443-60673-6,Female,40,Rural,Late Night,English,Home,Science, 2-4 hours,NON VERBAL,0
162.208.22.39-10.42.0.211-443-37016-6,Male,55,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.151-10.42.0.1-6031-53-17,Male,25,Rural,Late Night,English,College Lab,Science, 2-4 hours,NON VERBAL,0
10.42.0.151-10.42.0.1-25467-53-17,Male,20,Rural,Morning,English,Home,Science, 2-4 hours,NON VERBAL,0
180.149.136.194-10.42.0.211-443-49673-6,Male,40,Rural,Morning,English,Class Room,Science, 2-4 hours,NON VERBAL,0
10.42.0.151-63.250.200.63-45857-443-6,Male,45,Rural,Afternoon,English,Central Library,Science, 2-4 hours,VERBAL,1
10.42.0.42-47.89.69.217-54360-443-6,Female,60,Rural,Morning,English,Central Library,Science,2-4 hours,VERBAL,1
169.45.248.122-10.42.0.151-5222-56368-6,Female,40,Rural,Morning,English,w Park or Garden,Science,Less than an hour,VERBAL,1
10.42.0.211-72.247.70.190-47957-80-6,Male,50,Rural,Evening,English,Class Room,Science, 2-4 hours,VERBAL,1
10.42.0.211-104.97.95.172-34742-80-6,Male,40,Rural,Late Night,English,Central Library,Science, 2-4 hours,NON VERBAL,0
192.229.163.180-10.42.0.151-443-58360-6,Male,35,Rural,Afternoon,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-59.38.112.48-33938-443-6,Female,50,Rural,Evening,English,Home,Science,2-4 hours,NON VERBAL,0
172.217.12.170-10.42.0.151-443-37256-6,Male,50,Rural,Evening,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.151-23.44.160.219-49986-443-6,Male,45,Rural,Morning,English,Class Room,Science, 2-4 hours,NON VERBAL,0
172.217.11.10-10.42.0.151-443-48688-6,Male,65,Rural,Morning,English,Central Library,Science,Less than an hour,NON VERBAL,0
180.163.255.159-10.42.0.211-80-47957-6,Female,55,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-64.71.142.110-45255-443-6,Male,45,Rural,Morning,English,w Home,Science,Less than an hour,VERBAL,1
203.205.191.23-10.42.0.42-80-52340-6,Male,55,Rural,Morning,English,Home,Science, 2-4 hours,NON VERBAL,0
10.42.0.211-23.194.141.191-48920-443-6,Female,50,Rural,Evening,English,Other Places,Science,Less than an hour,NON VERBAL,0
10.42.0.211-23.21.95.195-52107-443-6,Male,50,Rural,Morning,English,Home,other,2-4 hours,VERBAL,1
10.42.0.211-74.6.105.13-58634-443-6,Male,40,Rural,Morning,English,Home,Arts, 5-6 hours,NON VERBAL,0
172.217.11.10-10.42.0.211-443-50655-6,Female,65,Rural,Morning,English,Park or Garden,Science, 6 and Above,NON VERBAL,0
10.42.0.211-104.118.222.110-51153-443-6,Female,45,Rural,Morning,English,Home,Science,2-4 hours,NON VERBAL,0
172.217.11.3-10.42.0.42-443-54319-6,Male,45,Rural,Late Night,English,Central Library,Arts, 2-4 hours,NON VERBAL,0
172.217.10.234-10.42.0.151-443-42653-6,Male,40,Rural,Late Night,English,w Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-104.192.108.27-42060-80-6,Male,60,Rural,Morning,English,Central Library,Commerce,Less than an hour,NON VERBAL,0
192.229.173.173-10.42.0.211-80-37045-6,Male,40,Rural,Evening,English,Home,Science,Less than an hour,NON VERBAL,0
202.77.129.146-10.42.0.211-80-59104-6,Male,65,Rural,Late Night,English,Home,Science,Less than an hour,VERBAL,1
172.217.12.129-10.42.0.211-443-52823-6,Female,45,Rural,Morning,English,Home,Science, 2-4 hours,NON VERBAL,0
180.149.153.234-10.42.0.211-80-39432-6,Female,60,Rural,Evening,English,Other Places,Science,Less than an hour,VERBAL,1
10.42.0.211-31.13.80.8-42504-443-6,Female,50,Rural,Late Night,English,Class Room,Science, 2-4 hours,NON VERBAL,0
10.42.0.151-52.84.142.16-47647-443-6,Male,45,Rural,Late Night,English,Home,Science,Less than an hour,NON VERBAL,0
172.217.12.174-10.42.0.42-443-33226-6,Male,35,Rural,Morning,English,Home,Science,g 5-6 hours,VERBAL,1
203.205.158.61-10.42.0.42-80-46305-6,Male,40,Rural,Evening,English,Home,Science,Less than an hour,VERBAL,1
172.217.10.238-10.42.0.151-443-59677-6,Male,40,Rural,Afternoon,English,College Lab,Science,Less than an hour,VERBAL,1
220.181.7.190-10.42.0.42-443-47489-6,Male,65,Rural,Late Night,English,Park or Garden,Science,Less than an hour,VERBAL,1
10.42.0.151-104.208.28.54-39698-443-6,Male,40,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
203.205.179.170-10.42.0.151-80-48221-6,Female,20,Rural,Late Night,English,Park or Garden,Science,Less than an hour,NON VERBAL,0
172.217.10.78-10.42.0.42-443-55471-6,Female,25,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-98.139.199.204-55824-443-6,Male,25,Rural,Late Night,English,Central Library,Science,2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-57180-53-17,Male,40,Rural,Morning,English,College Lab,Science,5-6 hours,NON VERBAL,0
202.77.129.150-10.42.0.211-443-39231-6,Male,45,Rural,Late Night,English,Central Library,Science,s 6 and Above,NON VERBAL,0
10.42.0.211-23.194.141.179-48936-443-6,Female,35,Rural,Morning,English,Home,Science,2-4 hours,NON VERBAL,0
169.45.214.251-10.42.0.42-443-52539-6,Female,60,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
172.217.10.132-10.42.0.211-443-36516-6,Male,35,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-64.71.142.96-59470-80-6,Male,25,Rural,Morning,English,College Lab,Science,2-4 hours,VERBAL,1
216.58.219.196-10.42.0.42-443-45549-6,Male,55,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.151-10.42.0.1-41896-53-17,Male,60,Rural,Morning,English,Class Room,Science,Less than an hour,VERBAL,1
180.76.145.14-10.42.0.211-80-45075-6,Male,60,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-31292-53-17,Male,40,Rural,Evening,English,Central Library,Science,6 and Above,VERBAL,1
172.217.6.206-10.42.0.151-443-44913-6,Male,40,Rural,Morning,English,w Park or Garden,Science,e 2-4 hours,NON VERBAL,0
172.217.12.130-10.42.0.211-443-49161-6,Male,65,Rural,Late Night,English,Class Room,Science,e 2-4 hours,NON VERBAL,0
10.42.0.151-10.42.0.1-25685-53-17,Female,35,Rural,Late Night,English,Central Library,Science,2-4 hours,NON VERBAL,0
10.42.0.151-104.193.88.109-56822-80-6,Female,60,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-33470-53-17,Male,55,Rural,Morning,English,Home,Science,2-4 hours,NON VERBAL,0
10.42.0.151-31.13.71.36-59758-443-6,Male,35,Rural,Morning,English,Home,Science,e 2-4 hours,VERBAL,1
